image,label
4f6736dd69b84922a46d99917fdc8788_noise.png,614
b2bc3be0d8394f68b146960073216c37.png,63
70aca02a48fe4777a0fad34f9378f623.png,937
991d2b37a1cb490984abae0d5700c73f_flip.png,107
cb046a7a467e4ac18bc3e81d84e19d35.png,400
6dc24653456548cdb00658af1c30a2e1.png,346
8aae28b392684ba68b773ee8fe6b5f89.png,875
55068eff1e264d26acfa446f294a2ada_rotate.png,470
4e6c1bfd2d784d0aa9ef0841290c94b3_noise.png,973
eb0d57f9abb348cfa7c8a1be197e3232_rotate.png,349
72b797ee6e27452394fa194fd77f6859.png,435
bf91932813ec4ce6b12963ba2d9bd5b6.png,366
f7c271e8850c44299b10ca26e5cb2a14_rotate.png,146
eb0d57f9abb348cfa7c8a1be197e3232.png,349
783956ced87b4cf0a720a85df30fa62e.png,839
ab1c1a0f3e5a4cc58e59759e623ed040.png,923
bc93ab57b085482d83907cd55ef654c4.png,382
e3a393afecc44ac091fd1a174b95aba2.png,173
61b767403ede417e9625b721a63def23_rotate.png,263
634a2cdca7624db297c0f2a56602c2a9_rotate.png,212
e580d021343b48b58b738a237d893206.png,549
e449d6432892494b83681c292a711c0a_flip.png,677
f271456fc8de4149bfc110d90bf23dc0.png,696
50b7d7ab5fbb4412a9d643653472ae46_flip.png,413
f14ce0414c784a9c897b85d77bedb177_noise.png,37
5546853f47194aea918bdc7238b387c5.png,931
39680a528936496f9657e2570f61d19b.png,760
2a3cffde8d8d46c599439d4bbe63e8a6.png,755
08ed113e06be4372960534182d794838.png,867
5b714c393d4944358fd5ab538ee0c1cc.png,784
d7b7b40d9be74dcfb9dfb91d74acf2d7_flip.png,476
1f52031f00784470b7b8e199beee0cd3_rotate.png,428
dfd0bae5eeba4472877a3b4549e4d68f.png,199
d91aa8b9620d4e348b087a71e2ffc37f.png,19
f818fc5521544c69a3d978968c31177b.png,533
0d53c7c990f745fabb26c1e5a20388b7.png,86
fc678202fe65405487e3c164601702b7_rotate.png,270
458a1e1cf30b41559b61b8fd45221cd2.png,168
6bce03fe3fab447b832bc0409d5b81d7.png,448
eaf6c7377fa64ff9a754ec141bbc9326_rotate.png,623
839949b5d11d46ec9fdf692f6660af0e.png,538
2c2fbaa0d6d74a9b910f2adac53f2953_flip.png,909
8d0f2cc4ced841f5af611bf4f93e6f3e.png,730
eafc47cca3bb446e9eb66d7be889fbbd.png,986
763907b45b004711b61be1769df42dfd_flip.png,663
46b7890d79784a54a92a78207ecd29e0.png,743
91e164fee63445b89645f00385837160_rotate.png,761
0e342615e90b4501825fd433488a1efa_noise.png,538
6a672bcbd95a407488e54df65bae4689_rotate.png,883
b412f52dd78a4c169ed1533d9714b38e.png,706
e69538d52d6f4a078dc32ed29451627b_noise.png,462
260173a1a9ba4474a0bcbe066d47c93b_noise.png,883
a164b20fa8b64e1f82777a7b155c5d4b.png,259
7b501c883e1a45d0ae8eea6b8b030a35.png,454
3413312962a54f54aa4046a25955729d.png,552
b2f51d3eccc44085a082c474c0c21789.png,681
6d03544a0b1a4efa9cf2267385bc18d7.png,243
de547fb1e5fa45e880299b09cdb8c81e_flip.png,200
de270f0872d741b89c44b7298f741090_flip.png,356
6f67c382e0254877bcc26bb0e0da835a_rotate.png,423
909a12ff245343be97ad3e5e89ed335c.png,874
ef10354db5954d0b8293603ab102e7f0.png,86
701a68d5894740b294b1f490021bcdd6_rotate.png,127
8f7dd053f76e4de28457cc59cdd90899_rotate.png,121
e3e2538e1dcf45889492b63555e15554.png,87
37b2fe69ffc6415cad94c4ad74d89189.png,781
68c1d659bc0f4dd5b26d39d62da59006.png,283
0b3cc64398424e0f8a8acea801b449ef_flip.png,364
a50a66d76eea43f3b96eb0ee8aeb2633_noise.png,289
37b2fe69ffc6415cad94c4ad74d89189_flip.png,781
a39ae23abd55475286329111290ff9c5.png,373
98d3b5c824154632a747a432d867b42d_flip.png,329
8fcabc83ec6340219e9cb5f1bbdc410f_noise.png,17
ba358f24609f49bc8cde42c7190094e4_noise.png,173
c0e1d8adb6184fe898c5600696f563bc.png,541
0b6d96de8089464284635d340ed56bdf.png,716
f7195c00071740c283d61799535b33f1_rotate.png,561
7cb1cd004fd74c6cb91bf6fca803c680.png,168
53333b43cebd43aa914e479cd3462886.png,941
615d8e0b5ee84680a83ea253d566f769.png,280
d1a3b486b9d94ed48e08c4fb9c7cb55f_flip.png,413
04706a5e4f804b17b85378b7f44e2570.png,983
3d6621e7ce0249e5a0ee4f6149a47e07.png,121
cb3fa2b746264627aafd33beaf3b5215_flip.png,655
e7f948eb8db34b43bd3a7896bb025494.png,198
409bb710488a432ca12089fed9929440.png,394
2bde3fd3740c4700baa8a2c22e70f194_flip.png,398
248feff8996a4244a0da3d4f676db130.png,196
0d49acef60f6449794b0b86666c2862c.png,102
3268636439e1487d8b4763ada58955ad.png,341
cdd62ba0ee8e46679709c7e2b239e170_flip.png,376
f574d5449a124b4ab33b7d457ad25d5f_rotate.png,503
69c5ff2ab74740e69a8af32d9e99713a_rotate.png,755
9dddd98830664aafbbf6ff01600c60b5.png,850
9f775ff529c44a93baee440b43a30daa.png,469
71b9468e61f948ed81a6b67ff6f8b3a5_noise.png,660
bb21a266ff0a44f28578560be19f61b9.png,304
cc3b0d34730546c490c194346111cc2e.png,987
00855f3e0bbd4ca2b991289f5cc8cd77.png,2
e14a8754a0fb46989feb74ab41c9590c.png,948
efa52dc5d8544b93ac9a6b1721ac6bec.png,717
2b646dd308f94a8e9e74e330d6b93edf_flip.png,97
9a068ed74ac24fad879a3d4362c75631.png,221
1a64badb49dd4bbf9ded87bd73aafd11.png,263
8f7dd053f76e4de28457cc59cdd90899.png,121
2c30276b7d1d4395b145c4dbe64bec28_flip.png,191
3397c40896034e34a14f1133c1093733_noise.png,568
0ceb7a8b1d124561a5966d4f6900cea8.png,143
36ebfc40640545e69d3559a6a0b3b909.png,382
09abca5cf49d40cf947b97e1a526af0b.png,448
92521ee946aa4818a644e8b3af6cbf1c_flip.png,592
d77b5370c975446ba071f23d53581a03_flip.png,294
72be9c51272344889913823f2758537b.png,961
7a83e126bf9d46f795ba7d9a5bd5313d.png,128
da25ab28a34e42f6a6acab216e463668.png,918
d32c8ddf99554df9a743d0318bfaf48e_flip.png,356
6e153f5832a141ccbdca72dde08f3ead_rotate.png,180
1eaae1afa61d44049a05e65e18cdbe0d.png,947
bba569359a2641568441d1883c7270e0_rotate.png,656
310d4b6298f9400f89aa1e471414d235_noise.png,80
da82fb0e1017425586c32d30765b6f6f_noise.png,963
b40551b53ae248e198b6696774d00969.png,992
20a13018508048b7afcae8422b3b6c36_rotate.png,738
b33731d78690482aa34b06761cae64cb.png,976
a69de45092d54ea897d79abb621b3de8_noise.png,359
79d3428871ef40169d2c5db5c29b5a43_noise.png,569
6330ff2217dd438eb1accb6ab1243701.png,993
196c0a96fe2640ccaa23e5b4a28410ac_noise.png,141
ba4b4ad27d784d29824b46a7728655e0_flip.png,256
41da55bf91684b428f9645f2dea11b83_noise.png,43
22fc34af020b403fb8c2293f5296bd9a.png,86
81f089bdcb8d48969531f4d4ec7f7925_rotate.png,727
a831c729034c44b5b972226ce6556439_rotate.png,741
98b7ef102100423aa8a056e09a3e6804.png,56
9dc2849e3e1e430dbe651dbb59570273_flip.png,425
518def0598ea4207a358318d8d2f0a11_noise.png,603
f4449d801cad4c04a77ac2722c43d477_rotate.png,629
f62ed95575c043528ed33b4c9e890365.png,564
6e2db5e560ac46f7819d330887cced37_noise.png,209
77d726910a644441878d4796057812c8_noise.png,780
f1f4de573fa34e19884e3f9b9bdea9cf_rotate.png,27
336549de802d4a44810d93dda2e68d1a_rotate.png,139
35cf6ffc4f7145d29222bef938356e61.png,387
4ea332c3e8a947599b88cebbff80e3d0.png,773
8645a4071bb444ecbb6013ca73d77d30_flip.png,412
1c2334a6b90b45519dea4ba8df24b5bf.png,72
4a88226922a9489b9c9431a0d3227ecb.png,158
46e5b487a8b5448cba9499f08e159d32.png,378
82fdb36ca38e4f0ebaf324e2b4eb2d3d_rotate.png,369
9e462d2ca3544997952e437204702518_noise.png,289
f0714bd6472c45c29121bbd7593ebb81_rotate.png,866
56e93b87e7744caeb22130db789e6187.png,436
f1532166ef6a473589f72ab8ca544d31.png,358
1767106b4e184b2da8ab90cf66e3d2b3_noise.png,885
1eaae1afa61d44049a05e65e18cdbe0d_flip.png,947
b8fbcaf03cc54b3c954d0ae04a1f8761.png,976
d08c59cece694757bc1adb337e9d3574_noise.png,211
8eb404c46e93497fbf011afabdabfca8.png,586
b6a4cbfa46cd42b89bfa3d7e63d4c3bb_noise.png,465
eeee0cede6b74e4e9ca0a1034dcae1b7_flip.png,34
badf03e2b48844c49056fd05b5ae6433_flip.png,704
0a3eb4fa46a248c9a0c074bf5e43d2bf.png,270
6a361a18f1d64cd7855ed3e498c5264a_flip.png,627
d0bc99551d8946e595469ab5c2c3c3cd.png,438
15cbab4809c046f0b1602c788f533fbb_flip.png,833
1501ee7d135b4a5b92fe0f636f6b1862.png,879
4eecfea6d6b2454c8f2ff86ef45a6548.png,914
9efb79f70fc7429f90df218966c78656.png,618
a828a340e0a849de9f147c82e98fbc6e.png,639
a9ea52ddefd1497383c87abbcaa0ee30.png,630
c9f89af7fce24877b94d8c04db0863e1.png,87
2ebab77e885c444d84483d71834ff462.png,383
a9b1285299b04dc0942af8472a1662cd.png,735
8bd2ff5d0a604aaa82aee40156a60c01_rotate.png,860
b8d9a781afef4a5789752a21a414a5f8_flip.png,188
1de54aa98a8842658efa6ffb215a0245_rotate.png,738
f79bc395415c4578a2033196a512f96a.png,703
06da06c77fec427d85b1f801e41993e5.png,672
774ae238b7aa4c16b063289923921d37.png,516
318c7ec3b94b451c813a5665cfcfbda3.png,11
6f9faea6b0114a919f520d16f5f4982d.png,29
78ef57fcc68e420c89bab580f0c8a8f3.png,409
1fdc2ad4716e4dda9d6e46c2499b9de2_noise.png,123
edc990ddae604d538e7f17c895870b41_rotate.png,930
44fd802575d84934b162a811fabe5242_noise.png,505
c31bcfa9fb4b433ba54de18370bdb730_noise.png,18
d5aff25fb170408a9d451270d9a37673.png,939
b26107db37ac4c638679a6553237f7c8_flip.png,324
85e5279925a84fedba84916cf88081d0.png,651
943f192f9e514d68badc8ada242b1be6_noise.png,100
17dbf642e00f45d682cb0099b5d7e6da.png,594
40014c8cba1f4ff883c52681ecf5ec32.png,57
76f6991c73a241adb8cde935922c5dd1.png,491
3753101d3a9f4d78b8a87c65b871c5ce.png,702
69633f7882664b2ea4d9a0a1d6897dcc.png,62
8d57bc9eb8a44c718b59a87090cf875f.png,708
62e217a034ef41b2ad04845771da128e_rotate.png,933
94fc3a1f02a9442a9af876a9355fea9b.png,33
06079072a25c460a94751c515aa1cc95_rotate.png,385
a32ce27596074d1293c70cd9cc33af0a.png,904
8cf19a86b11b46a28acd16c520faa7e9.png,881
396231a5d0e6424486ecffef0a1d9662.png,138
721ebc894dd646c1be725f35a418d356.png,139
ff145c5e54184835b023c645df5fd741.png,880
fab7c9d0c3b649fcbef10edf30895170.png,111
ccc246e8e8534be6a2824deac97a8462.png,504
7df5c522dca445a4aecfe09b82f98324.png,984
63f6c588dee948ada5a01e380275dc1d.png,674
c9b256aa09b841a8b4d437d302af6f60.png,768
34f0c7e625d742599e38ae5b284ecd06.png,597
d0d619c989974801b6fafc10fefb7331_rotate.png,84
67c058e31c794e3a9121cb45d0c43b3f.png,533
769eeab71df84fdb88cd1dd5e2c7c46e_noise.png,222
833c99e9f3754868a2f779fff0bc9500.png,593
f5eda318efd74f1c930b562eef1e36b5.png,26
3659c779fda440d3a42c347a9ab539e0.png,811
299995e580c14262a6df905f064e55eb_rotate.png,994
ab2430889f9841c694311ee517ab499b_rotate.png,902
a318565cfa804083b02d3a312049ed27_flip.png,835
37f619ebd4d044e28ede4c7e032c0bf4.png,739
45ef9d2c7e484742bf981fffec8b2136_flip.png,324
0ff6654c85474cab85eab540f8c94eb9.png,585
64724216079541e0bd539cf7b785a398.png,35
c4946ee7ea254347a176e7ace2a1915a.png,523
7f95978e0c5c41dcb4f5d5888780bfb4.png,722
89ad0127bc1a491e8a65a59928a9513f_rotate.png,474
6d63543c2f684ba5860c0f124216774f_rotate.png,8
e34e15f7625447958f5ebadabfcbc038_noise.png,803
e0407faa260d4d179f43fc51d580d91e_rotate.png,230
b4cb9e4cc175416fb516a7ef4fe3c427.png,439
129868f0e3a54169beeb270180165514_rotate.png,853
be078c6446294336809ed63515cc6e21_noise.png,310
4e57ba5fc0a548bbb5039c5826bee8ac.png,216
f38c509704fd4c8aa4a8d416839fdb85_rotate.png,3
f1407177f62d4cd890775c2a3d22a407.png,889
9498ba9c78924aef8296d44dda154a02.png,497
dce3bf8813584f65bc7f49689f4b7595.png,675
6e4e620b208649fba9d1c86bb2842a9a_flip.png,855
c09ece64fe814d518e8990277a1895f5.png,565
3d85e2bcf85644f9b8278192f9b917ff.png,333
c02e4a57cb4c4fc999c9c22a76202f92.png,792
b257d2b1bf0f4792980f19913a00407c.png,218
eceb285f860d42a1b5778d36cee39457.png,763
175b4626ce1846c5bc8507f764e1834f.png,598
8835cf422c9241589231de88eb121d99.png,796
b5222feccf574f79bb71fa07c141eaa7_rotate.png,374
729b64d478cf414ebccd54a7ef1d9e94.png,104
6dfa16ebacc34fd98e98701e26e2dc53.png,971
d2b13b9217ac40d8ab69289800395432.png,439
93347a80e38d4c839c948a9bcaa73f3a_noise.png,222
68ccd526b1584a4b8f825972fd537622.png,74
2e627f2e91384210b5ed8fd30f2005e7.png,473
07298c59ccfc47c2947d695a19289fa5.png,832
560cb0221da4461781b46f1ccbff16ed_flip.png,726
9d9eb138fee94f0faf648c7649df9d60.png,289
62568bfb90b54e47a3804ceb5cab3924.png,856
3e0dc42df70f46d2910c9b6cef7951af.png,819
bf40d8f89b04443a81d7c8492c7e3d0a_flip.png,143
dcc565bb2917452ba6ce6388ce8bf9aa_rotate.png,727
32dfe52fd4084140a6e26e0ca9d54a83.png,540
62e433e0e9ff4231a459787d8f0ae8b6.png,166
54ba302f16504354a86f2c5e968aeb1f_noise.png,531
ec9cf0cbaf774b849d27b2a82fab9d98_rotate.png,534
9afbe50d61ee47f899ddf5532ed6d11f.png,874
7d13b2b09b8943ef992127f2c721d501_rotate.png,866
ac364f3870bd4fdeab5cff44345ccbb3.png,954
9b00e3f60b9149c3be940a1343f55f51_flip.png,48
61101aeb0e974b2188c7c4afe72ca02d.png,765
805a1d66ca8046fda4d687a6c6b2c474_noise.png,220
2cfe6e407ed64b6d9b342c3a5fa6064d.png,542
0a2064df567c428facbecb0eb80c014b.png,300
